basin,seed,local_run_dir,local_NSE,local_KGE,local_metrics_csv,finetune_run_dir,finetune_NSE,finetune_KGE,finetune_metrics_csv,delta_NSE_ft_minus_local,delta_KGE_ft_minus_local
01022500,1001,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01022500_0107_103127,0.2420658469200134,0.2207033162129189,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01022500_0107_103127\test\model_epoch010\test_metrics.csv,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01022500_0107_103153,0.8555806875228882,0.8767405673151234,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01022500_0107_103153\test\model_epoch010\test_metrics.csv,0.6135148406028748,0.6560372511022046
01031500,1001,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01031500_0107_103219,0.1606210470199585,0.0875235077214994,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01031500_0107_103219\test\model_epoch010\test_metrics.csv,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01031500_0107_103243,0.8263962268829346,0.892812525120841,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01031500_0107_103243\test\model_epoch010\test_metrics.csv,0.6657751798629761,0.8052890173993416
01047000,1001,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01047000_0107_103309,0.1847213506698608,0.1227362828059298,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01047000_0107_103309\test\model_epoch010\test_metrics.csv,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01047000_0107_103333,0.8188716769218445,0.8437384967269993,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01047000_0107_103333\test\model_epoch010\test_metrics.csv,0.6341503262519836,0.7210022139210694
01052500,1001,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01052500_0107_103400,0.1795563697814941,0.1157229595721979,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01052500_0107_103400\test\model_epoch010\test_metrics.csv,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01052500_0107_103424,0.8208717107772827,0.8651814702811654,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01052500_0107_103424\test\model_epoch010\test_metrics.csv,0.6413153409957886,0.7494585107089675
01054200,1001,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01054200_0107_103450,0.0575470328330993,-0.1212284126882865,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01054200_0107_103450\test\model_epoch010\test_metrics.csv,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01054200_0107_103515,0.6069889664649963,0.6044858768165983,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01054200_0107_103515\test\model_epoch010\test_metrics.csv,0.5494419336318971,0.7257142895048848
01055000,1001,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01055000_0107_103542,0.0985523462295532,-0.0258858202520164,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01055000_0107_103542\test\model_epoch010\test_metrics.csv,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01055000_0107_103606,0.6477911472320557,0.6724743526797078,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01055000_0107_103606\test\model_epoch010\test_metrics.csv,0.5492388010025024,0.6983601729317241
01057000,1001,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01057000_0107_103635,0.1625242829322815,0.0840256950409166,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01057000_0107_103635\test\model_epoch010\test_metrics.csv,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01057000_0107_103659,0.8261393308639526,0.8312422078660097,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01057000_0107_103659\test\model_epoch010\test_metrics.csv,0.6636150479316711,0.747216512825093
01073000,1001,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01073000_0107_103726,0.1492912173271179,0.1221335224846116,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01073000_0107_103726\test\model_epoch010\test_metrics.csv,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01073000_0107_103750,0.8748029470443726,0.8151198167663454,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01073000_0107_103750\test\model_epoch010\test_metrics.csv,0.7255117297172546,0.6929862942817338
01078000,1001,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01078000_0107_103816,0.1619691252708435,0.0738568268987447,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01078000_0107_103816\test\model_epoch010\test_metrics.csv,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01078000_0107_103839,0.8358422517776489,0.729179700529285,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01078000_0107_103839\test\model_epoch010\test_metrics.csv,0.6738731265068054,0.6553228736305403
01123000,1001,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01123000_0107_103905,0.1715369224548339,0.1339567705905243,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01123000_0107_103905\test\model_epoch010\test_metrics.csv,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01123000_0107_103928,0.7795220017433167,0.8309664763605122,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01123000_0107_103928\test\model_epoch010\test_metrics.csv,0.6079850792884828,0.697009705769988
01134500,1001,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01134500_0107_130952,0.1196443438529968,0.0117874169363106,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01134500_0107_130952\test\model_epoch010\test_metrics.csv,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01134500_0107_131019,0.7650277614593506,0.7566481553166622,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01134500_0107_131019\test\model_epoch010\test_metrics.csv,0.6453834176063538,0.7448607383803516
01137500,1001,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01137500_0107_131045,0.1108571290969848,-0.0016414164906066,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_scratch_basin_01137500_0107_131045\test\model_epoch010\test_metrics.csv,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01137500_0107_131108,0.7410300374031067,0.7891821847596702,C:\GitHub\climate-change\NeuralHydrology\rq3_finetune\runs\rq3_finetuned_basin_01137500_0107_131108\test\model_epoch010\test_metrics.csv,0.6301729083061219,0.7908236012502767
